"cnpj","endereco","numero","complemento","bairro","cd_municipio","uf","cep"
"13039526000208"," CSB 03 LOTE 04 LOJA 12","12","EDIF   SAN JUAN","TAGUATINGA SUL","9701","DF","72015535"
"13040051000199","QC 6 CONJUNTO 19 SN","SN","","RIACHO FUNDO II","9701","DF","71882269"
"57304731000148","320 68","68","","DEL LAGO II (ITAPOA)","9701","DF","71593250"
"13044192000180","QUADRA 20 81","81","","SETOR LESTE","9701","DF","72460200"
"13045378000153","JARDIM BOTANICO V 2","2","CONJ J;LOTE 18;CASA 2","SETOR HABITACIONAL JARDIM BOTANICO","9701","DF","71680368"
"13046278000141","05 CONJ A LOTE 02","02","                          SETOR CENTRAL","GAMA","9701","DF","72405050"
"13047884000181","QUADRA 4 SN","SN","CONJ 4H;LOJA 02","SETOR RESIDENCIAL LESTE","9701","DF","73360400"
"13048051000135","13 - CONJ C - LT 17 - APT 102","102","SETOR CENTRAL RESID","GAMA","9701","DF","72405130"
"13048108000104","07 CONJUNTO B LOTE 17 CASA 01","01","SETOR CENTRAL","GAMA","9701","DF","72405070"
"13048234000150","QUADRA 36 CONJUNTO E 17","17","","VILA SAO JOSE (BRAZLANDIA)","9701","DF","72736005"
"13048284000138","QR 120 CONJUNTO 1 1","1","CASA 06","SAMAMBAIA SUL","9701","DF","72304001"
"43904042000160","QR 207 CONJUNTO 1 35","35","CASA;CASA","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72341301"
"13050924000144","SHC/NORTE CL QUADRA 114 BLOCO C S/N","S/N","LOJA  70","ASA NORTE","9701","DF","70764530"
"13052069000100","QR 210 CONJUNTO A 10","10","","SANTA MARIA","9701","DF","72510401"
"60209443000119","18 207A","207A","APT","NORTE (AGUAS CLARAS)","9701","DF","71910720"
"13057636000111","QNP 34 CONJUNTO A 20","20","","CEILANDIA SUL","9701","DF","72236401"
"13058983000169","QUADRA 112 CONJUNTO 4 LT 09","LT 09","","RECANTO DAS EMAS","9701","DF","72602404"
"13059448000122","803 CONJ 10 LOTE 03","03","","RECANTO DAS EMAS","9701","DF","72650450"
"13060182000138","PIAUI - Q. 03 - LOTE 03 - LOJA 02","02","","VILA VICENTINA - PLANALTINA","9701","DF","73320140"
"13060857000149","SHLS BLOCOS 716","716","BLOCO A;SALA 402;EDIF PIOX","ASA SUL","9701","DF","70390904"
"13063305000194","QS 19 CONJUNTO 1 01","01","LOTE 01;BLOCO A;APT 03","RIACHO FUNDO II","9701","DF","71884684"
"13064625000169","PRIVE MORADA SUL (ETAPA A) 04","04","CONJ I;CASA 04","SETOR HABITACIONAL JARDIM BOTANICO (LAGO SUL)","9701","DF","71680352"
"13064652000131","QNN 1 CONJUNTO H SN","SN","LOTE 10;APT 202","CEILANDIA NORTE","9701","DF","72225018"
"13064919000190","QC 7 lote 4","lote 4","LOJA 2","RESIDENCIAL SANTOS DUMONT","9701","DF","72594307"
"32535079000141","QUADRA 17 CONJUNTO A 101","101","BLOCO B;APT 101;COND MARIA","SOBRADINHO","9701","DF","73045171"
"26989693000180","VILA RABELO 14","14","QUADRA 01 CONJUNTO 02 CASA 14 - VILA RABELO","SOBRADINHO","9701","DF","73070055"
"13068930000129","SGA/S QUADRA 910 CONJUNTO B BLOCO F SALAS 28 E 30 S/N","S/N","","BRASILIA","9701","DF","70390100"
"13068951000144","QNB 10 LOTE 40 LOJA 01","01","","TAGUATINGA","9701","DF","72115100"
"13069227000135","301 51","51","COND","DEL LAGO II","9701","DF","71593155"
"13070733000144","QE 40 CONJUNTO J LOTE 02","02","LOJA  04","GUARA II","9701","DF","71070102"
"47329679000120","329 48","48","","DEL LAGO II (ITAPOA)","9701","DF","71593365"
"12146518000117","QUADRA 12B LOTE 7","LOTE 7","CASA 4","INCRA 8 (BRAZLANDIA)","9701","DF","72760124"
"13073030000250","CA (CENTRO DE ATIVIDADES) 1 07","07","BLOCO: A; LOTE: A;","SETOR DE HABITACOES INDIVIDUAIS NORTE","9701","DF","71503501"
"13073030000331","RESID LESTE QDA 04 CONJ J LT 40 LOJA 04","04","","PLANALTINA","9701","DF","73360410"
"13074393000120","SIA 7 LOTE UNICO 92","92","CONJ E;LOTE 3;LOJA 92","ZONA INDUSTRIAL","9701","DF","71208900"
"13074514000133","QR 306 CONJUNTO 8 24","24","","SAMAMBAIA SUL","9701","DF","72306308"
"13074690000175","7 (CONDOMINIO BURITIS) 286","286","CASA","SETOR OESTE","9701","DF","73060657"
"13075493000170","CLN 213 BLOCO A 10","10","SALA 111 SHCN COMERCIO LOCAL","ASA NORTE","9701","DF","70872510"
"13076972000101","QNO 13 CONJUNTO B 11","11","","CEILANDIA NORTE","9701","DF","72255302"
"45995579000108","EQNN 8/10 BLOCO D 101","101","CONJ","CEILANDIA SUL (CEILANDIA)","9701","DF","72220544"
"13079113000176","QS04 CONJ 01 LT 51 51","51","LOJA  04","RIACHO FUNDO I","9701","DF","71805407"
"13079347000113","D 01","01","QUADRA 13;LOJA 01","VILA VICENTINA","9701","DF","73320060"
"57550362000173","QN 306 CONJUNTO 6 101","101","","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72306206"
"37207513000188","DAS ARAUCARIAS 1325","1325","EDIF REAL;BLOCO A;APT 601;LOTE 1325","SUL (AGUAS CLARAS)","9701","DF","71936250"
"31584219000109","QUADRA 1 CONJUNTO 8 12","12","","SETOR LESTE (VILA ESTRUTURAL)","9701","DF","71261050"
"13082448000143","QNO 17 CONJUNTO 20 09","09","CASA 09","CEILANDIA NORTE","9701","DF","72260720"
"30367298000133","QC 2 CONJUNTO P 101","101","","SANTA MARIA","9701","DF","72536160"
"13091258000192","QNM 9 05","05","CONJ D;CASA 05","CEILANDIA SUL","9701","DF","72215090"
"13092337000118","QMSW 4 3","3","QUADRA 4;LOTE 3;SALA 38","SETOR SUDOESTE","9701","DF","70680400"
"13092894000139","QNM 38 CONJUNTO F2 22","22","CASA 22","TAGUATINGA NORTE","9701","DF","72145836"
"42885298000104","QUADRA 5 23","23","","SETOR NORTE (BRAZLANDIA)","9701","DF","72705050"
"40917930000129","QUADRA 804 CONJUNTO 10 S/N","S/N","CASA 14","RECANTO DAS EMAS","9701","DF","72650670"
"13097429000190","CENTRAL LOTE K SN","SN","LOJA 17","SOBRADINHO","9701","DF","73010528"
"13097663000118","QNN 23 03","03","CONJ H","CEILANDIA NORTE","9701","DF","72225230"
"13098402000112","SHIS CL QI 15 BLOCO E LOJA 7A S/N","S/N","PAVMTOPRIMEIRO","LAGO SUL","9701","DF","71600700"
"13098771000105","IMPERIO DOS NOBRES sn","sn","LOTE 40;LOJA 02","REGIAO DOS LAGOS","9701","DF","73252100"
"13101758000168","SETOR DE DIVERSOES SUL BLOCO N LOJA 31","31","TERREO","ASA SUL","9701","DF","70300000"
"13101813000209","34 NORTE LOTE 01 S/N","S/N","SALA  22,23,24,25,26            BAIRRO NORTE","AGUAS CLARAS","9701","DF","71918720"
"13102035000183","QUADRA 104 CONJUNTO 3 12","12","LOTE","SETOR RESIDENCIAL OESTE","9701","DF","71692315"
"13104661000109","47 sn","sn","CASA 211","CENTRO","9701","DF","71691008"
"53272863000184","SCS QUADRA 7 BLOCO A 155","155","","ASA SUL","9701","DF","70307901"
"13106127000131","QUADRA 3 00","00","LOTE 08;LOJA 01","VEREDAS","9701","DF","72725300"
"43250633000160","C 01 LOTES 01/12","01/12","SALA  413","TAGUATINGA CENTRO (TAGUATINGA)","9701","DF","72010010"
"13108821000198","AC RUA DAS PAINEIRAS LOTE 06 TORRE B SALAS 111 E 112 1 PAV S/N","S/N","","AGUAS CLARAS","9701","DF","71918000"
"13108992000117","QNP 25 CONJUNTO B cs 01","cs 01","LOTE 09;CASA 01","CEILANDIA NORTE","9701","DF","72242103"
"13109792000189","C 2 LOTE 08 603","603","","TAGUATINGA CENTRO","9701","DF","72010903"
"13110262000150","CLN 308 BLOCO E S/N","S/N","LOJA  07                  TERREO","ASA NORTE","9701","DF","70747550"
"13110315000133","QUADRA 4 CONJUNTO A 00","00","LOTE 13","VEREDAS","9701","DF","72725401"
"13110674000190","DF-150 000KM 2,5 SN","SN","COND S.AT;LOTE 09;LOJA 02","GRANDE COLORADO","9701","DF","73105903"
"53361872000141","DE INDUSTRIAS 600","600","APT 104","SETOR LESTE (GAMA)","9701","DF","72445000"
"13112919000119","QR 401 CONJUNTO 19 07","07","LOTE","SAMAMBAIA NORTE","9701","DF","72319019"
"21731226000132","MODULO A 07","07","","RECANTO DO SOSSEGO (PLANALTINA)","9701","DF","73402150"
"31818567000101","OURO VERMELHO I 04","04","SETOR 1;QUADRA 2","SETOR HABITACIONAL JARDIM BOTANICO","9701","DF","71680379"
"13116167000164","QUADRA 802 02","02","QUADRA 802;CONJ 03;CASA 02;LOTE 02;LOJA 01","RECANTO DAS EMAS","9701","DF","72650200"
"13116260000179","QND 54 09","09","CASA","TAGUATINGA NORTE","9701","DF","72120540"
"13119247000173","ENTRE QUADRA 3 44","44","CONJ 3H;CASA 44","JARDIM RORIZ","9701","DF","73340340"
"13120706000139","SRTVS QUADRA 701 BLOCO O LOJA 05 S/N","S/N","","ASA SUL","9701","DF","70340000"
"60896014000167","MONUMENTAL 402","402","BLOCO C APTO 302","SETOR MEIRELES (SANTA MARIA)","9701","DF","72583500"
"52205687000103","QUADRA 11 CONJUNTO G 24","24","","SETOR SUL (GAMA)","9701","DF","72410607"
"13129151000196","CSB 06 LOTE 08 LOJA 05","05","","TAGUATINGA SUL","9701","DF","72015565"
"13130515000158","QE 26 CONJUNTO Q 07","07","","GUARA II","9701","DF","71060171"
"52646821000101","QS 412 SN","SN","CONJ G;APT 102;EDIF BRAS","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72320550"
"13131153000110","QUADRA 203 CONJUNTO 19 20","20","LOJA 1","RECANTO DAS EMAS","9701","DF","72610319"
"13133192000156","BR-020 00KM 12,5 S N","S N","QUADRA 206;CONJ 02;CASA 29","ALTO DA BOA VISTA (SOBRADINHO)","9701","DF","73130900"
"13136273000100","QR 321 CONJUNTO 3 01","01","LOTE 01","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72309303"
"68167952000138","CLSW 504 BLOCO A 134 B","134 B","","SETOR SUDOESTE","9701","DF","70673641"
"13138934000136","QR 312 CONJUNTO E 24","24","","SANTA MARIA","9701","DF","72542505"
"67743409000179","QI 16 06","06","LOTE 20/26 LOJA 06","SETOR INDUSTRIAL (TAGUATINGA)","9701","DF","72135160"
"53471052000102","RUA COPAIBA LT 1 S/N","S/N","LOJA  55","AGUAS CLARAS","9701","DF","71931720"
"53471133000102","QUADRA 8 CONJUNTO E 62","62","","SOBRADINHO","9701","DF","73005085"
"13145995000120","QNM 20 CONJUNTO P 15","15","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210216"
"13146327000118","CNA 3 03","03","LOTE 03;SALA 102;FUNDOS","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72110035"
"13146768000110","SHCSW CLSW 300 B BLOCO 03 LOJA 13","13","","SUDOESTE","9701","DF","70673079"
"13147736000139","CLSW 504 BLOCO B 26","26","LOJA","SETOR SUDOESTE","9701","DF","70673642"
"60896820000135","CLN 309 BLOCO D SN","SN","LOJA 211","ASA NORTE","9701","DF","70755540"
"13148923000137","SHPS QUADRA 206 2","2","LOJA","SETOR HABITACIONAL POR DO SOL (CEILANDIA)","9701","DF","72238150"
"13149045000174","QUADRA 603 CONJUNTO 14 17","17","","RECANTO DAS EMAS","9701","DF","72640314"
"13150128000183","QNP 26 CONJUNTO X 13","13","CASA","CEILANDIA SUL (CEILANDIA)","9701","DF","72235623"
"13151494000157","QUADRA 201 CONJUNTO 15 21","21","","RECANTO DAS EMAS","9701","DF","72610115"
"45354590000199","DO EXERCITO S/N","S/N","","SETOR MILITAR URBANO","9701","DF","70630000"
"13153136000183","QUADRA 103 CONJUNTO 6 SN","SN","CASA 11","SETOR RESIDENCIAL OESTE (SAO SEBASTIAO)","9701","DF","71692216"
"13154368000156","QR 3 SN","SN","CONJ A;LOTE 63;SALA 105","CANDANGOLANDIA","9701","DF","71725300"
"48183005000123","QR 302 CONJUNTO A 20","20","","SANTA MARIA","9701","DF","72502501"
"56349284000180","RUA 10A CHACARA 123A 31","31","APT  305","SETOR HABITACIONAL VICENTE PIRES","9701","DF","72007156"
"13156921000190","QNN 19 CONJUNTO L 01","01","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72225202"
"13157916000100","SHC/SUL CLSW QUADRA 102 BLOCO B LOJA 82","82","","SETOR SUDOESTE","9701","DF","70670512"
"23844739000185","QR 601 CONJUNTO 7 9","9","","SAMAMBAIA NORTE","9701","DF","72331007"
"13159313000210","EPTG CHACARA 54 39","39","EDIF  CENTERMIX-LOJA 39","SETOR HABITACIONAL VICENTE PIRES","9701","DF","72005305"
"41576196000144","MODULO 23 12","12","LOTE 12 A","ESTANCIA MESTRE D'ARMAS V (PLANALTINA)","9701","DF","73402069"
"13160801000166","QNM 36 CONJUNTO I2 13","13","LOTE","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72145639"
"57305942000103","78 CS 131","CS 131","","CENTRO (SAO SEBASTIAO)","9701","DF","71691058"
"13162112000190","AGRICOLA SAMAMBAIA 22A","22A","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72110600"
"13162168000145","QNN 23 04","04","CONJ c","CEILANDIA NORTE (CEILANDIA)","9701","DF","72225230"
"48923010000125","SHTN 02 CONJUNTO 03 BLOCO N LOJA 100 N","100 N","","ASA NORTE","9701","DF","70800200"
"13165300000172","DA PONTE 60","60","","CENTRO (SAO SEBASTIAO)","9701","DF","71691089"
"13165632000157","CND 2 Cnd 02","Cnd 02","LOTE 01;LOJA 4","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72120025"
"62004421000148","CLSW 102 BLOCO C LOJAS 1, 3 E 5 SUBSOLO SN","SN","","SETOR SUDOESTE","9701","DF","70670513"
"51149757000182","QUADRA 305 CONJUNTO 12 17","17","","SETOR RESIDENCIAL OESTE (SAO SEBASTIAO)","9701","DF","71691593"
"27417866000159","CA 1 S/N","S/N","SETOR SHIN CA 01;LOTE A;BLOCO A;SALA 360","SETOR DE HABITACOES INDIVIDUAIS NORTE","9701","DF","71503501"
"27427888000108","SOF CONJUNTO B 51","51","LOTE","SETOR NORTE (PLANALTINA)","9701","DF","73340020"
"47775628000122","CLSW 301 BLOCO B 144","144","","SETOR SUDOESTE","9701","DF","70673602"
"13171325000189","C 2 03","03","APT 401;LOTE 03;EDIF ville","TAGUATINGA CENTRO (TAGUATINGA)","9701","DF","72010020"
"29383095000151","CHACARA 123 207","207","","SETOR HABITACIONAL SAMAMBAIA (VICENTE PIRES)","9701","DF","72001740"
"07518971000177","SEP/S EQ 705/905 CONJUNTO A SALA 24","24","TERREO","ASA SUL","9701","DF","70390055"
"13175408000146","SHCES QUADRA 207 BLOCO I 303","303","APT","CRUZEIRO NOVO","9701","DF","70650279"
"57306596000170","GRAVATA QUADRA 301 CONJUNTO 01 SN","SN","LOTE 3;LOJA 2","NORTE (AGUAS CLARAS)","9701","DF","71901310"
"13176689000151","QR 410 CONJUNTO 18 27","27","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72320021"
"13177352000169","QUADRA 29 CONJUNTO G 04","04","CASA","PARANOA","9701","DF","71573007"
"13178743000106","QNM 10 CONJUNTO G SN","SN","LOTE 07","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210107"
"13181945000107","QUADRA 202 CONJUNTO 3 16","16","","SETOR RESIDENCIAL OESTE (SAO SEBASTIAO)","9701","DF","71692507"
"13182922000109","QUADRA 2 13 15","13 15","CONJ A;LOJA 09;LOTE","SOBRADINHO","9701","DF","73015100"
"13182991000112","CSB 06","06","LOTE  0102               LOJA  16","TAGUATINGA","9701","DF","72015565"
"13183985000180","QNM 18 CONJUNTO F SN","SN","LOTE 04;LOJA 04","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210186"
"13185847000130","33 LOTE 01 LOJA 02","02","SETOR LESTE","GAMA","9701","DF","72460330"
"13186826000139","QN 8E CONJUNTO 1 0","0","LOTE 19A","RIACHO FUNDO II","9701","DF","71880161"
"53472682000100","QUADRA 24 10","10","LOJA","SETOR OESTE (GAMA)","9701","DF","72420240"
"29875330000102","CCSW 5 29","29","EDIF OMEGA CENTER","SETOR SUDOESTE","9701","DF","70680550"
"19401800000142","QNP 5 CONJUNTO V 31","31","CASA","CEILANDIA NORTE (CEILANDIA)","9701","DF","72240422"
"13192531000175","QUADRA 4 228","228","LOTE","SETOR NORTE (BRAZLANDIA)","9701","DF","72710040"
"13193694000172","MODULO A SN","SN","LOTE 03;LOJA 04","ESTANCIA PLANALTINA (PLANALTINA)","9701","DF","73401303"
"13193778000106","QUADRA 15 49","49","CONJ D","SOBRADINHO","9701","DF","73045150"
"13195429000123","QUADRA 1 28","28","SALA 02","SETOR NORTE (BRAZLANDIA)","9701","DF","72705010"
"13195634000199","DF-420 KM 4 3","3","COND ;CONJ 03;LOJA","SETOR HABITACIONAL CONTAGEM (SOBRADINHO)","9701","DF","73093900"
"13196313000109","QN 15C CONJUNTO 4 LT 12","LT 12","LOJA  02","RIACHO FUNDO II","9701","DF","71881334"
"13196912000122","EQNL 1/3 BLOCO B 202","202","SALA 202","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72150502"
"13198449000158","QNM 36 CONJUNTO K LT 40","LT 40","LOJA 03","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72145611"
"13199370000141","QUADRA 11 CONJUNTO A 12","12","LOTE 12","MORRO AZUL (SAO SEBASTIAO)","9701","DF","71691201"
"13199610000108","CSB 02 TORRE B","B","LOTE  01 02 03 E 04       SALA  620","TAGUATINGA","9701","DF","72015901"
"60898419000134","QI 7 110","110","BLOCO B","GUARA I","9701","DF","71020006"
"13200570000177","SHLN BLOCO L 413","413","SALA 413 CENTRO CLINICO II","ASA NORTE","9701","DF","70770576"
"13200692000163","CLN 410 BLOCO A 0","0","LOJA 48","ASA NORTE","9701","DF","70865510"
"13204035000194","AR 13 CONJUNTO 18 LOTE 30","30","LOJA  03","SOBRADINHO II","9701","DF","73062318"
"44013353000100","C 08 LOTES 12/28","12/28","LOJA  01","TAGUATINGA CENTRO (TAGUATINGA)","9701","DF","72010080"
"13205582000194","QR 413 CONJUNTO 14 20","20","CASA 02","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72321317"
"13206435000139","AVENIDA CASTANHEIRAS LOTE 920 BLOCO A LOJA 5","5","","AGUAS CLARAS","9701","DF","71900100"
"13211348000170","SHC/SW CLSW 103 BLOCO B ENT. 18 LOJA 07","07","      SUBSOLO","SETOR SUDOESTE","9701","DF","70670522"
"13218509000157","QSE 15 LT 23","LT 23","CASA 02","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72025150"
"13219899000180","QNL 11 CONJUNTO I CS 17","CS 17","LOJA 01","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72151109"
"13220315000196","QNM 4 CONJUNTO C LT 47","LT 47","LOJA 01","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210043"
"13220325000121","QNM 4 CONJUNTO C 0","0","LOTE 47;LOJA 01","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210043"
"59812451000176","QNP 11 CONJUNTO B 6","6","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72241102"
"13224669000109","QS 6 SN","SN","LOTE C 17;LOJA 01","AREAL (AGUAS CLARAS)","9701","DF","71965000"
"13225019000188","QNP 05, CONJUNTO X 000001 000108 12","12","CASA  12;COND","SETOR DE CHACARAS DO SETOR P NORTE","9701","DF","72227990"
"64939337000141","2 CONJUNTO O 33","33","","FAZENDINHA (ITAPOA)","9701","DF","71596265"
"13225953000108","QNM 36 CONJUNTO N CASA 12","12","LOJA  01","TAGUATINGA NORTE","9701","DF","72145614"
"13227630000145","QN 7 CONJUNTO 18 18","18","CASA 02","RIACHO FUNDO I","9701","DF","71805718"
"13229043000195","QND 21 LOTE 2","LOTE 2","LOJA 02","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72120210"
"53636167000100","QUADRA 104 CONJUNTO 9 06","06","LOTE 06","RECANTO DAS EMAS","9701","DF","72600409"
"13232906000183","VARJAO DO TORTO SN","SN","QUADRA 09;CONJ B;LOTE 32","SETOR DE HABITACOES INDIVIDUAIS NORTE","9701","DF","71540400"
"13235885000150","CLSW 504 BLOCO A SN","SN","SALA 104","SETOR SUDOESTE","9701","DF","70673641"
"13236346000135","RUA 45 LOTE 91","91","      CENTRO","SAO SEBASTIAO","9701","DF","71691005"
"67743795000107","SHCN CL QD 403 BLOCO A S/N","S/N","LOJA  12- 16- 22 E 54 SUBS","ASA NORTE","9701","DF","70835510"
"13237644000140","QR 217 CONJUNTO L 31","31","","SANTA MARIA","9701","DF","72547512"
"47840416000181","QUADRA 4 CONJUNTO 4M 31","31","","JARDIM RORIZ (PLANALTINA)","9701","DF","73340413"
"13239285000160","RUA DAS PINTANGUEIRAS  LOTE, 07 LOJA 01","01","","AGUAS CLARAS","9701","DF","71938540"
"45394266000102","QSE 15 308","308","LOTE 01","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72025150"
"13239762000197","ARAPOANGA 08","08","QUADRA 02;CONJ E;LOJA 08","ARAPOANGA (PLANALTINA)","9701","DF","73370100"
"13240378000104","QNP 05, CONJUNTO B, LOTE 24","24","      LOJA 01","CEILANDIA","9701","DF","72240402"
"13241688000143","BASEVI AR 02 27A","27A","","NUCLEO RURAL LAGO OESTE (SOBRADINHO)","9701","DF","73100705"
"13242873000152","QNP 5 CONJUNTO Z 08","08","COND SHSN;QUADRA 125;CONJ A;CASA 08","CEILANDIA NORTE (CEILANDIA)","9701","DF","72240424"
"13243369000177","QR 417 CONJUNTO 5 05","05","LOTE 18","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72323105"
"13243634000117","CLN (COMERCIO) 7 BLOCO I 02","02","BLOCO I LOTE 02 LOJA 02","RIACHO FUNDO I","9701","DF","71805549"
"61586815000199","EQNO 3/5 BLOCO E 2","2","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72250515"
"13245756000142","CLSW 300A BLOCO 2 16","16","LOJA 16","SETOR SUDOESTE","9701","DF","70673006"
"13247105000191","QN 14F CONJUNTO 04 LOTE 12","12","","RIACHO FUNDO II","9701","DF","71881174"
"13247219000131","QR 301 CONJUNTO I 17","17","","SANTA MARIA","9701","DF","72501509"
"13247646000110","QUADRA 205 CONJUNTO 17 20","20","CASA","RECANTO DAS EMAS","9701","DF","72610517"
"31593637000162","RUA 8 CHACARA 15 4","4","LOTE LOJA 2 (ANDAR DE CIMA)","VILA SAO JOSE (VICENTE PIRES)","9701","DF","72003310"
"13248370000194","QUADRA 204 CONJUNTO 19 cs11","cs11","","RECANTO DAS EMAS","9701","DF","72610419"
"51058223000140","QUADRA 42 05","05","","NOSSA SENHORA DE FATIMA (PLANALTINA)","9701","DF","73365133"
"13250464000106","QNL 13 CONJUNTO D 13","13","CASA","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72151304"
"13250589000128","CLN 111 BLOCO A sn","sn","LOJA 47","ASA NORTE","9701","DF","70754510"
"13250751000108","QN 7 CONJUNTO 14 04","04","LOJA 01","RIACHO FUNDO I","9701","DF","71805714"
"13251989000158","QR 303 CONJUNTO D sn","sn","CASA 22","SANTA MARIA","9701","DF","72503604"
"13253484000122","QI 06 BLOCO A LOJA 28","28","","GUARA","9701","DF","71010618"
"13254649000180","QNP 26 CONJUNTO T 50","50","LOTE 1","CEILANDIA SUL (CEILANDIA)","9701","DF","72235620"
"13255947000195","COMERCIAL 1061","1061","","SETOR TRADICIONAL (SAO SEBASTIAO)","9701","DF","71691153"
"13256935000185","COMERCIAL 1231","1231","","SETOR TRADICIONAL (SAO SEBASTIAO)","9701","DF","71691153"
"57674271000140","QUADRA 206 CONJUNTO 19 15","15","","RECANTO DAS EMAS","9701","DF","72610619"
"13259294000112","DE MANSOES MESTRE D'ARMAS I 01","01","CONJ D","SETOR RESIDENCIAL MESTRE D'ARMAS (PLANALTINA)","9701","DF","73380700"
"13260272000172","QNM 4 CONJUNTO A 2","2","LOTE 15 L","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210041"
"13260722000127","QNH 09 LOTE 01 LOJA 04","04","","TAGUATINGA","9701","DF","72130590"
"60901094000100","EPTG EQ 3/4 313","313","","QUADRAS ECONOMICAS LUCIO COSTA (GUARA)","9701","DF","71100140"
"13262570000100","QN 209 CONJUNTO 1 34","34","CASA","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72341451"
"60211723000161","QNL 22 VIA 1 9","9","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72161221"
"13263016000139","RUA SUL 5 AP1204","AP1204","EDIF ;LOTE 07","SUL (AGUAS CLARAS)","9701","DF","71937180"
